StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65,QID1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q30,Q29,Q28,C1,C3,C4,C14,C16,C25,C26,C28,A5,A8,A17,A19,A31,A32,B10,B11,B21,B22,B34,B35,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q67,Q68,Q69,Q70,Q71,Q63,Q64,Q54,Q65,Q64,Q63,Q62,Q80,Q83,Q82,Q81,Q66,Q68,Q78,Q71,Q77,Q74,Q69,Q70,Q67
2021-11-09 13:50:14,2021-11-09 13:58:04,IP Address,174.206.129.14,100,470,True,2021-11-09 13:58:04,R_DT8x2EbVXILr8ad,,,,,40.415802001953125,-74.088897705078125,anonymous,EN,Accept,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,NEVER in my life,ONCE or TWICE in the past year,Not in the past year,Not in the past year,Not in the past year,NEVER in my life,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,"Science, Technology, Engineering & Mathematics",More than 10 but less than 500 employees,Remote work only,"Senior Data Analyst ",Non-managerial,21-29,Graduate degree,Female
2021-11-09 16:20:16,2021-11-09 16:30:45,IP Address,73.29.186.175,100,628,True,2021-11-09 16:30:45,R_1oaR8Tn5rSvZ3sB,,,,,40.7238006591796875,-74.22930145263671875,anonymous,EN,Accept,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,Agree,Agree,Neither Agree nor Disagree,Agree,Full-time,"Science, Technology, Engineering & Mathematics","More than 500 but less than 5,000 employees",Remote work with the option to work on-site,Talent & Learning Coordinator,Non-managerial,21-29,Graduate degree,Male
2021-11-09 16:36:51,2021-11-09 16:48:05,IP Address,69.112.32.54,100,673,True,2021-11-09 16:48:05,R_1mEqu74EFBmpxty,,,,,40.8616943359375,-74.410400390625,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Very often (A few times a week),Often (Once a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Not in the past year,Disagree,Disagree,Agree,Strongly Disagree,Full-time,Business Management & Administration,"More than 10,000 but less than 50,000 employees",Remote work only,HR manager (org effectiveness),Middle management,21-29,Graduate degree,Female
2021-11-09 17:39:37,2021-11-09 17:52:51,IP Address,73.228.194.178,100,793,True,2021-11-09 17:52:51,R_31vBczroNmNuqnO,,,,,45.281494140625,-93.41950225830078125,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Always (Every day),Often (Once a week),Very often (A few times a week),Rarely (Once a month or less),Sometimes (A few times a month),,,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Full-time,Education & Training,"More than 5,000 but less than 10,000 employees",Remote work with the option to work on-site,Senior Analytic Consultant,Non-managerial,30-39,Graduate degree,Male
2021-11-10 05:49:49,2021-11-10 05:58:37,IP Address,71.37.2.146,100,527,True,2021-11-10 05:58:37,R_1AB9XTa5A9n2Lcd,,,,,45.57220458984375,-94.20420074462890625,anonymous,EN,Accept,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Always (Every day),Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,Strongly Disagree,Disagree,Disagree,Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when desired,"Professor ",Middle management,40-49,Graduate degree,Male
2021-11-10 07:31:56,2021-11-10 07:40:02,IP Address,199.17.13.71,100,486,True,2021-11-10 07:40:03,R_2ZX21D4ot7qUfCs,,,,,45.5428009033203125,-94.187103271484375,anonymous,EN,Accept,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Almost never (A few times a year or less),Sometimes (A few times a month),Almost never (A few times a year or less),Almost never (A few times a year or less),Rarely (Once a month or less),Almost never (A few times a year or less),Sometimes (A few times a month),Sometimes (A few times a month),Almost never (A few times a year or less),Often (Once a week),Almost never (A few times a year or less),Almost never (A few times a year or less),Very often (A few times a week),Almost never (A few times a year or less),Very often (A few times a week),Never,Always (Every day),Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Disagree,Disagree,Disagree,Strongly Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when desired,Associate Professor and Department Chair,Non-managerial,50-59,Graduate degree,Male
2021-11-10 08:23:14,2021-11-10 08:34:21,IP Address,143.131.12.70,100,667,True,2021-11-10 08:34:22,R_2xElRuZ7okrlI3o,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Almost never (A few times a year or less),Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Never,Often (Once a week),Very often (A few times a week),Always (Every day),Always (Every day),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,ONCE or TWICE in the past year,Not in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Full-time,Health Science,"More than 50,000 employees",Remote work only,Black Belt,Non-managerial,40-49,Bachelor degree,Female
2021-11-10 08:43:48,2021-11-10 08:51:03,IP Address,107.127.42.79,100,434,True,2021-11-10 08:51:03,R_2VPwoRVlHTOJU1P,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,Accept,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,"THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times","THREE or MORE times in the past year, but not more than 15 times",ONCE or TWICE in the past year,NEVER in my life,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Full-time,"Science, Technology, Engineering & Mathematics",More than 10 but less than 500 employees,On-site with the option to work remotely when needed,"Student and Assistant ",Non-managerial,21-29,Bachelor degree,Female
2021-11-10 09:38:42,2021-11-10 09:45:02,IP Address,69.141.110.233,100,380,True,2021-11-10 09:45:03,R_2B8oANgwqAy9WlD,,,,,40.7718048095703125,-74.20980072021484375,anonymous,EN,Accept,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Rarely (Once a month or less),Never,Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Rarely (Once a month or less),Almost never (A few times a year or less),Sometimes (A few times a month),Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,ONCE or TWICE in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,Not in the past year,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Prefer not to answer,Human Services,More than 10 but less than 500 employees,On-site work only,Intern,Non-managerial,21-29,Graduate degree,Male
2021-11-10 12:08:39,2021-11-10 12:20:21,IP Address,73.188.72.10,100,702,True,2021-11-10 12:20:22,R_3qVydJ1bVnzGtQ8,,,,,39.9792022705078125,-75.127899169921875,anonymous,EN,Accept,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Almost never (A few times a year or less),Rarely (Once a month or less),Often (Once a week),Almost never (A few times a year or less),Almost never (A few times a year or less),Almost never (A few times a year or less),Never,Never,Almost never (A few times a year or less),Often (Once a week),Rarely (Once a month or less),Almost never (A few times a year or less),Never,Almost never (A few times a year or less),Always (Every day),Almost never (A few times a year or less),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,NEVER in my life,ONCE or TWICE in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,NEVER in my life,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Full-time,Human Services,"More than 50,000 employees",Remote work only,Income Maintenance Caseworker,Non-managerial,30-39,Graduate degree,Female
